"";"baseMean";"log2FoldChange";"lfcSE";"pvalue";"padj"
"SAAL1";292,873789493192;0,722542961445783;0,236714254240897;0,000282242060071737;0,00108812182115438
"ACP4";56,583447636508;0,722449147866018;0,303633125759046;0,00200701585445028;0,00633691858189452
"SLC4A4";9647,98495557134;0,7224466646024;0,198823657151919;4,7740229901736e-05;0,000214106366854612
"ITM2A";289,637003096216;-0,722219704479108;0,191646082730539;2,02922754223882e-05;9,71995506599289e-05
"PPIB";5455,35064604189;0,721757065485754;0,0927988703197906;3,4651236042239e-15;7,8661129548738e-14
"FER1L5";185,749314447537;-0,721682252721574;0,234676728140148;0,000249535187968865;0,000973187233078574
"RPS4Y1";3732,7336940537;0,721546901112507;0,0965539678065956;1,25073280038216e-14;2,63383257099915e-13
"PDLIM4";927,091699910867;-0,720316863556637;0,101247381868612;2,03514516393476e-13;3,60120968209872e-12
"KNSTRN";262,935962616607;0,720189058839476;0,174465865857774;5,30750365201506e-06;2,84486864250395e-05
"CITED4";266,658311477308;-0,71996539003104;0,0880347786814462;4,68896358081719e-17;1,34462926214611e-15
"CXCL2";220,480227232932;-0,71965148941515;0,247220998278395;0,000372540183483953;0,00139902507109281
"MYO10";2616,53158763976;0,719325248075682;0,0658909641031945;4,91271781136094e-28;9,03754691712626e-26
"ZNF473";801,77208097224;0,719136710631145;0,171149734020671;4,05613197992605e-06;2,22864394501431e-05
"C16orf89";98,3666434000554;-0,719101978730542;0,280020502722312;0,00113800055000271;0,0038273561098746
"ANO6";2966,95744883414;-0,719014051016291;0,0901158130893367;2,18881805377373e-16;5,72144129337637e-15
"FADS2";3318,349092122;-0,718605071760033;0,164511411758554;1,42892549606869e-06;8,46931525025517e-06
"PTGER2";275,078939624807;-0,718517101331222;0,132480092891469;9,15934015026395e-09;7,7303370128491e-08
"ZNF593";186,45195315181;0,718245342098189;0,180646836318161;1,29939594570151e-05;6,48367987235911e-05
"PDP1";1419,17718860199;0,71811908538297;0,0770620745058226;2,85251373634842e-21;1,61229037271867e-19
"ZNF615";2043,159206546;0,717789756634241;0,116767502004027;1,63379145958855e-10;1,81325745372662e-09
"BMPR1B";4997,73570402553;0,717600046732697;0,115893241212324;9,12263315483613e-11;1,06140421550898e-09
"ADAM19";895,405178308511;-0,71756185424512;0,112403784513218;3,51785941661207e-11;4,35268138476747e-10
"ETS2";2957,72687387795;-0,717452895045305;0,131707638078665;7,64205252950143e-09;6,53310058418579e-08
"THSD4";6277,20567377443;-0,717366137613085;0,102760972645724;4,52823597906684e-13;7,5470599651114e-12
"NECAB1";355,573178271837;-0,716479224493421;0,261485150278576;0,000567502419538166;0,00204363752188259
"FAM184A";457,92252749445;-0,71636452846738;0,115490910246726;7,27971282471327e-11;8,6189678252525e-10
"C5orf49";94,5335550850153;0,716013791263572;0,239451287082864;0,000371777242269719;0,00139685091026195
"PBOV1";367,642592203822;0,715857672039575;0,136389991292597;2,24494369885861e-08;1,78752152420347e-07
"A1BG";66,0167904566186;-0,71570011306205;0,314980137201629;0,0019614081600281;0,00621101966881259
"TMEM60";166,257176446589;0,71567947647107;0,237860185753035;0,000306793053077807;0,0011748752032634
"C14orf132";799,498493661055;-0,71437298379733;0,0830783915811265;1,38310548363596e-18;5,04122559456096e-17
"OR14A2";25,645322789898;0,714297080236614;0,30901884303442;0,00237587979884154;0,00734691659965271
"GTF3C6";818,655221341091;0,714277175691526;0,0882004216726643;7,93693688017069e-17;2,2047046889363e-15
"RPL26";12818,2892033418;0,71396304589338;0,092616890101286;2,88323808250978e-15;6,59122422144674e-14
"MAP3K21";403,831982001485;0,713866409003326;0,14855543032275;2,64089369164401e-07;1,78500613473339e-06
"KHDRBS3";752,915327914074;0,713823085101944;0,184266083289566;9,60943627496076e-06;4,91950662540653e-05
"HOXA13";2554,62758903577;-0,713742148537017;0,0755125628456149;2,63267411559672e-22;1,72852340923017e-20
"BEND3";378,02284886096;0,712825681511984;0,123692155209668;1,63930729726708e-09;1,56545016144506e-08
"EEF2";54434,0503224663;0,712753636599603;0,0751895000845396;4,15156409387223e-22;2,64560456962446e-20
"CACFD1";588,527977992031;0,712469869344716;0,0864852014007698;9,00766100695493e-18;2,86540602994488e-16
"PRDX4";901,604313772116;0,712405077195285;0,186062682543661;1,70647698029236e-05;8,30039938031954e-05
"CAMK2N2";43,6461269670028;0,712374120354865;0,278218882438601;0,00127065664960027;0,00421965338337965
"ARFIP2";2561,07570383194;0,712017009081802;0,0884717522606411;2,10472948444029e-16;5,52385261730628e-15
"LPXN";389,905247693042;0,711762807059339;0,130952912992627;6,29223715967405e-09;5,43876882152677e-08
"TRNP1";235,796179289752;-0,711460900980918;0,115247981355099;9,53248964637301e-11;1,10513405531673e-09
"SERP1";6700,60874574734;0,711408176696643;0,085596988712618;1,31532361991111e-17;4,10380969412267e-16
"GRID1";181,693616583826;-0,711176827264896;0,142326072853228;7,65428935190352e-08;5,64091618904454e-07
"PLEKHG3";1273,12120709753;-0,710751127646222;0,116755640540176;1,48299916588009e-10;1,65721969826142e-09
"BLID";46,7968065435303;-0,710477084577733;0,204069652028023;7,05213387400422e-05;0,000305932392754354
"STK26";737,676894008786;-0,709882207275267;0,164254253691324;2,3053972079569e-06;1,32377048160069e-05
"DUS1L";1951,86642550235;0,709717678667559;0,0895395933622118;5,87851101426639e-16;1,45470767485019e-14
"H2AJ";3239,92781858486;0,709650683110386;0,133440157141786;1,85210520777593e-08;1,4917823854453e-07
"PCDHA4";300,123457409068;0,709525965581037;0,277630923005413;0,00119064364169491;0,00398995549287692
"MTMR11";296,002097407239;-0,709270986384772;0,125094007616513;2,22312150278876e-09;2,08718677440446e-08
"ZNF511";524,637095932866;0,709104908494324;0,103255530346418;5,81328711114505e-13;9,51797637844907e-12
"CELSR1";1649,95107980968;-0,709024029763178;0,114366396104876;7,35351447222437e-11;8,6905171035379e-10
"SERPINB1";583,661006314441;-0,708972566896861;0,101472647229449;4,64156659466204e-13;7,72274305425851e-12
"SLC16A8";220,779224062525;0,708782911449672;0,151459782954747;5,46785889454893e-07;3,50965268083292e-06
"PALM3";97,6000048871989;-0,70852785435783;0,261823289757726;0,000733171227155785;0,00257276208917362
"SMS";3640,83649833378;0,708440846826741;0,179088140000537;5,29097482784953e-06;2,83756900833514e-05
"RUSC2";1187,39632872483;-0,708108884602129;0,0755691708234318;1,26303006733144e-21;7,50886777834241e-20
"RHOBTB2";633,077031624959;-0,708077258261014;0,0790131347770681;6,81525312824601e-20;3,05511347128269e-18
"NPAS4";105,00438403526;-0,708059019368068;0,371983037516151;0,00233803061837644;0,00724250946121375
"SPAG5";187,741708859818;0,708033634695831;0,118864194900947;3,79585974552257e-10;3,92675146088542e-09
"MTRNR2L4";47,2319656952035;0,707937076244711;0,185377606686351;1,80476022842659e-05;8,73704678607711e-05
"GLO1";4928,97640888952;0,707695589761394;0,103126582885546;1,99127747563074e-12;2,99151854967639e-11
"SLC38A4";148,700173794339;-0,70737646686498;0,166702083098968;1,81676876562696e-06;1,0606883511894e-05
"SMPD3";591,173525906042;0,707328929633958;0,155087580338808;6,77700990164345e-07;4,2657099122675e-06
"TEDC2";59,510162357455;0,707039462662202;0,307871781875277;0,00231980410273528;0,0071929050728793
"MBNL2";3173,34547067744;-0,706995485276826;0,0826679451106205;1,47772260358835e-18;5,36603180073982e-17
"PLCD3";457,068937224108;-0,706537432335969;0,103379978400781;1,53360828700825e-12;2,35660847885429e-11
"NEDD4L";13789,8005961512;0,706439218794846;0,109039024689974;4,21050629200315e-11;5,16382847132462e-10
"SLC16A2";668,93796950359;-0,706214068446487;0,0832615980689184;4,19138753431469e-18;1,3971291781049e-16
"ARTN";75,5429002129789;-0,706183432237618;0,23923925022197;0,000406970192565755;0,00151304456721301
"HTRA1";1263,81806576325;-0,706120079669903;0,095488859885712;2,26365890036304e-14;4,54596792554884e-13
"SPESP1";88,4503071802542;0,705996544119577;0,314211259620203;0,00271117566621007;0,00827224620420848
"HSD3B7";302,322615013965;0,705774739599676;0,131845802168386;1,16956599384406e-08;9,70904081735171e-08
"MMP14";2695,37364694865;-0,705516633109195;0,0715596869949194;1,04611383106211e-23;8,79276711453068e-22
"RPL23";11721,4705594789;0,705397326155996;0,0832265098881888;4,02521290186232e-18;1,34634050748397e-16
"DOCK3";409,964749843517;-0,705332429443879;0,139876663781931;7,24338074231162e-08;5,35834311362202e-07
"C3orf52";507,986367187291;0,705169142153844;0,129910953355597;1,03730786328056e-08;8,68133190299183e-08
"NUCB2";2255,72206480803;0,704668437008298;0,140057407064318;8,20218518194519e-08;6,01966921520253e-07
"NDE1";1134,07960599106;-0,704242554925684;0,075257580175936;9,63362226654628e-22;5,81596390704806e-20
"ITGA5";5258,93729700088;-0,704095911879757;0,152440557970816;6,05024242939691e-07;3,85177040069343e-06
"PWWP2B";528,124926047489;0,703822286545609;0,0921225275678074;2,09211601340277e-15;4,85092297994698e-14
"ZCCHC24";2592,21436899688;-0,703392381892921;0,0749698683463098;1,08934842581551e-21;6,49611446587232e-20
"GLIS2";646,951365214452;-0,703228082643754;0,0937966946383853;1,09775027955952e-14;2,32422697626608e-13
"STMN1";498,880899315106;0,70303294031991;0,106868268717109;1,81954334191782e-11;2,3419864796962e-10
"IGSF9B";1811,45778549516;-0,702677126541866;0,10017088267656;3,95871649841748e-13;6,69786632070957e-12
"DUSP2";388,050116125433;-0,702552816985062;0,206168313086809;9,48928472166131e-05;0,00040261325516187
"ZNF483";3553,63739597697;-0,70253931831246;0,0706663497341292;4,85056750805887e-24;4,2606336219436e-22
"ZDHHC14";1400,00158109097;-0,701937606605934;0,091076665533013;1,87139413718232e-15;4,37032163773116e-14
"METTL26";715,236081325782;0,701915452564374;0,0728911739599315;1,08086702608096e-22;7,52746678877813e-21
"AFF3";5026,43199991988;-0,701596180302774;0,195130946562894;1,86619708259191e-05;9,01016623098043e-05
"SLC25A22";503,200094930679;0,701583182372391;0,0809796133269434;1,48730888687214e-18;5,3908035862466e-17
"PGRMC1";2853,87716795968;-0,701523350823493;0,086027015886236;2,72511345012719e-17;8,1377813594916e-16
"CERK";784,988274953507;-0,701442293598813;0,0985324700849858;1,77534124469084e-13;3,15868195907585e-12
"METTL24";99,4891628507163;-0,701251119986475;0,315704409565054;0,00304931367301605;0,00922457595777427
"APLF";377,129412835851;-0,700974079571538;0,14790858361663;3,12360716502084e-07;2,08740026449302e-06
"ZNF610";282,287516967092;0,700317808937695;0,113784618685107;1,57900569752024e-10;1,75745497155506e-09
"TMEM106A";412,887722177221;-0,700015922111;0,0837429166318221;1,19038103448576e-17;3,74394035039875e-16
"CCN5";164,383162892349;-0,699499077548938;0,289071324600698;0,00179163666109654;0,00573112120921631
"CDR2L";528,693757453207;0,699479461425961;0,0998132296904865;3,82130404693933e-13;6,48524185511897e-12
"TRPC6";243,539512228824;-0,699445651080757;0,234719381610946;0,00036717231711456;0,00138114586877583
"MYOM1";393,591274922481;-0,699196682320874;0,216244182940675;0,000168685525665917;0,000682178246083104
"SEL1L3";2286,56918060673;0,699017507584532;0,0966893818954483;1,17514300903741e-13;2,14361914651351e-12
"RHPN2";3395,92338493474;0,698878192811628;0,097451753687272;1,23225121531203e-13;2,24359464972779e-12
"OAS2";722,438068590867;0,69885577574401;0,154425391432658;9,60853253022021e-07;5,90874753514015e-06
"IFFO1";417,325408400911;-0,69838083372024;0,107784559669754;1,51852970210431e-11;1,99000868219315e-10
"RIMS3";324,111429357712;-0,698231968763032;0,145034747372478;2,18443293286152e-07;1,499346786019e-06
"MPZL2";2443,40633741526;-0,697927332869985;0,105666049720992;5,60810172744761e-12;7,83928198460419e-11
"H4C4";458,620430901564;-0,697814628028193;0,121706590340041;2,30163565573878e-09;2,15571062857379e-08
"PTPRU";1184,87615133932;-0,697474468829656;0,087607809156461;2,63077967858333e-16;6,80374054806033e-15
"DLK2";222,062933135319;-0,697341620783919;0,150182003770164;4,14836079518341e-07;2,71362078182075e-06
"PHF12";4276,10459078176;0,697153046169235;0,0689688956199211;7,91813609652267e-25;8,00018932032083e-23
"ZNF655";2708,69447265863;-0,697091659080897;0,118072707965149;6,85798789585402e-10;6,83695112316736e-09
"AP1M2";974,140614137471;0,697058671090236;0,0979059230638454;1,06729839695348e-13;1,95972869497108e-12
"SCN1B";183,571034537115;0,69676051091943;0,186773603518172;2,88240631916931e-05;0,000134273586296707
"DDR2";4722,70812151595;-0,69662513919495;0,0819909381327929;2,72582055818779e-18;9,35801071913061e-17
"PHLDA3";634,589542101849;-0,696292974407109;0,101603298476128;1,15181053620823e-12;1,79538812598405e-11
"ADRB2";864,797362978069;0,696170227020429;0,119272776864353;6,6958791860845e-10;6,68901865413154e-09
"NRP2";1696,39823523869;-0,696079463969863;0,115708589300018;2,6017437388803e-10;2,77538309125633e-09
"NSF";1703,86924154116;0,695934399780275;0,0869790868373902;2,07624395116953e-16;5,47118338483863e-15
"PGAP1";1385,6502214039;-0,695840635804625;0,0902836962728979;1,21527423737659e-15;2,90414799373081e-14
"ZNF443";332,086153288737;0,695628007789741;0,115442723357036;2,82537061063396e-10;2,9988124526927e-09
"ANP32E";1080,88130737994;-0,695507490188761;0,0845057764586305;3,92253810705338e-17;1,13485894788636e-15
"TRUB2";917,022981242409;0,69492657669832;0,0675159109464014;7,66204189443824e-26;9,28011285351215e-24
"ENOX1";272,802197486965;0,694809957398437;0,179665102603406;1,67367499535756e-05;8,15508805833892e-05
"GLMP";2237,1564118282;0,694382075571775;0,128512263081685;1,02411166551479e-08;8,57457169494994e-08
"RHOU";2224,64599633135;0,694196664605163;0,136001835774378;2,89603447107521e-08;2,26797880264926e-07
"EGR2";1080,89290172131;0,69403453000234;0,175023067875441;1,15800888829676e-05;5,83492850692168e-05
"ACSBG1";320,67962104924;-0,693924907516147;0,291008759906588;0,00151430330495887;0,00493464479390006
"RMI1";285,275315808026;0,693752198499086;0,134104855966611;2,82256874314578e-08;2,21311180101901e-07
"AMPD3";1004,88847895429;0,69366757507447;0,110998171455151;5,4012650450165e-11;6,50955923225103e-10
"SULT2B1";379,839677232022;-0,693057827862136;0,1729601362172;6,83557801341533e-06;3,59767263863965e-05
"SPIN4";449,967383817189;0,692974031874828;0,0956479095035265;6,31305635756024e-14;1,19635178787585e-12
"PITX1";237,624243146103;-0,692849218819496;0,181199090856569;1,78764120645872e-05;8,6584708211488e-05
"RGS9";215,372364590498;-0,69283544550363;0,218508047223153;0,000204869407428884;0,000814465534120945
"DCHS1";2230,27582710988;-0,692781151713768;0,0985766449613132;3,48126474690104e-13;5,94436624908671e-12
"FBXO27";129,085345332978;-0,692767428745867;0,191030726479721;3,84624078190653e-05;0,000175524678790492
"ADAMTS10";473,209071863487;-0,692604203579227;0,113058207677417;1,46321493378709e-10;1,63604880784681e-09
"FBXO2";166,054526896394;-0,692228780816947;0,214309897731735;0,00015559354487561;0,000633538770179241
"POLN";258,685191882004;0,692204098826064;0,130984811031795;2,0548847949515e-08;1,64492009448088e-07
"SLC37A1";2410,30319274678;0,691999436992635;0,0987786058336214;3,68088270949333e-13;6,2632820973054e-12
"ANO4";423,519153574215;-0,691453334197336;0,264226114064886;0,00117058284690178;0,00392745449321829
"SEC61G";598,987392167808;0,691124002559268;0,137884157575655;6,6723823404191e-08;4,9698798945062e-07
"MAPK8IP2";240,339258885076;0,69027311145716;0,173110020967564;1,0047292988503e-05;5,11412720636408e-05
"NBPF20";1068,22297687114;0,689597545728641;0,0717652593828761;1,08050774630697e-22;7,52746678877813e-21
"OR10A2";41,7728171475711;-0,689547202551214;0,267878484100288;0,00124861700544192;0,00415850240924293
"RPL7A";17299,0765116915;0,689397919743872;0,0762523490678533;2,65105381737759e-20;1,27016091987378e-18
"MPP6";1114,2250869843;0,689088368779235;0,130901217969164;2,58570621223272e-08;2,0438293935362e-07
"KPNA2";413,479384917938;0,688704121831795;0,155070647150484;1,52713742402436e-06;9,01852809463203e-06
"B3GNT9";528,611414031302;-0,688541130378735;0,0822044121929607;1,07555979222434e-17;3,39925704187595e-16
"WASHC2A";2312,1234864123;0,688534232356754;0,0842112719188713;1,38395298466023e-16;3,73782315801585e-15
"MRAP2";144,057779327454;-0,688164371707037;0,239974519830542;0,000613460259365473;0,00219173233008918
"PLEKHA2";1210,58093101426;-0,688060728086073;0,0756373896384943;2,34471150597765e-20;1,13736005886975e-18
"NT5C";422,642843691464;-0,687353112160654;0,100133452340302;1,22158147765323e-12;1,89204438556299e-11
"RPS18";17453,8505463199;0,687241161564248;0,0797801937010373;1,20847095545881e-18;4,45466609290109e-17
"TESC";314,698971749393;0,687162173039234;0,227259793760521;0,000322522985583647;0,0012298001992337
"ADAMTSL5";116,746732381355;-0,686534802826674;0,254063569434677;0,000914469999380646;0,00314444806699393
"SEC14L6";74,1227267757833;-0,686367434132739;0,284849201087094;0,00187004138206227;0,00595165773628437
"KSR2";470,782207685551;0,686344836050282;0,159447338676739;2,57669890363968e-06;1,46874097108956e-05
"PMP22";1055,84105915326;-0,685841121626413;0,112570359008111;1,49314806993443e-10;1,6656972176042e-09
"BPHL";484,76082599089;0,685502989484874;0,145030548215773;3,51276065022223e-07;2,3251470699027e-06
"ITGB8";2221,29850945449;-0,685445021042678;0,109292647135174;9,83146923811839e-11;1,13709163786067e-09
"FNDC5";131,54910084799;-0,685193141137185;0,222193614277967;0,00026401928102083;0,00102317721049247
"FOXD3";60,7595649101298;0,68497703437725;0,25837910419286;0,0010821145456207;0,00366023133384277
"ARHGEF17";2701,10283660324;-0,684854449312315;0,0842280719187169;6,26399397393529e-17;1,77025916654693e-15
"PRELID3B";1284,37936773299;0,684797294839547;0,0738683017097634;2,86841730626883e-21;1,61659356856191e-19
"NACA";12091,8597809244;0,684445935112829;0,0844671948448992;9,61910785082249e-17;2,64313333881317e-15
"BOLA2B";278,969388164473;0,68428141063216;0,0784328511231868;4,859719104703e-19;1,88773949286272e-17
"DMPK";1901,08826197643;-0,684238034800927;0,0953710106916281;1,10821748422565e-13;2,02722710529082e-12
"RORC";1575,67197117663;0,684010698821976;0,0932313493220484;5,71231047550167e-14;1,08885683550618e-12
"DYSF";576,364120559002;-0,68397227290613;0,147149678447194;4,50031666585093e-07;2,92618122654529e-06
"SCN4B";273,01412957421;-0,683963170445899;0,129545737557764;1,86268581083612e-08;1,49968510781603e-07
"LSM11";609,789413344439;-0,683799573836016;0,0909214032159493;6,20704140638877e-15;1,34935682747582e-13
"SYT13";421,908700741671;0,683222361672596;0,285700823255734;0,00196861104949587;0,00622978180220212
"ASXL3";522,366655625699;-0,681471034587343;0,207354988812693;8,69938925862229e-05;0,000371605893851335
"WDR3";1109,2156150031;0,681162060852779;0,0666052119590432;3,4567753786445e-25;3,68344917396545e-23
"ATP6V1G1";3865,40975921521;0,681073167480436;0,0816500810881517;1,47467622597509e-17;4,52853329236446e-16
"CCDC200";138,210017017026;-0,680932312015677;0,125977507461627;1,01094113178756e-08;8,47613759325212e-08
"MDH2";2211,72161969842;0,680878989947471;0,0632655244929168;1,2328626585609e-27;2,03735778321505e-25
"PRRX1";3235,66758791246;-0,680464086454406;0,104678269932479;1,20738508512861e-11;1,60819734699507e-10
"SLC38A5";128,802488175762;-0,680369917422076;0,248366973058474;0,00084662823866876;0,00293341340690135
"AL096711.2";301,521047235125;-0,68027404962331;0,210538467639685;0,000162053584227345;0,000657657625896615
"APBA2";377,666139890619;0,679513020682184;0,228280363541055;0,000372650426940214;0,00139905339340281
"GLI2";612,173618436648;-0,679486558296313;0,121804072206183;4,06692152733626e-09;3,65492488566067e-08
"FAM86B2";61,4900145123012;-0,679484013031305;0,152612891753513;1,39836074257895e-06;8,30077153129059e-06
"DNPH1";506,52981885822;0,679318856773867;0,0785672002503134;1,97828637013387e-18;7,0139244032019e-17
"DNAH14";1279,67882295691;0,678877592993864;0,115497172960055;6,84173902769636e-10;6,82424097391708e-09
"PTPRN2";2565,62676632352;0,678661058775153;0,125253605967325;1,0393261692775e-08;8,69076342234618e-08
"ADD3";2903,09490164749;-0,678543586361468;0,0950629537642512;1,16859171895671e-13;2,13366465539849e-12
"CIART";152,729051641422;-0,678482535970085;0,179193199179393;2,40069033982529e-05;0,000113377238136578
"ZFP36L1";11735,3302363546;-0,67755691752203;0,105354697846851;1,43211842463648e-11;1,8856387090082e-10
"NDN";655,725582903207;-0,677409102058746;0,0923754040697864;4,36778054308915e-14;8,4412012477937e-13
"CIB2";187,691371222303;-0,677300383895426;0,181409506889339;2,81540359982682e-05;0,000131340598556514
"SWSAP1";83,0350404946089;0,677295174073582;0,189784803213417;4,76324010165182e-05;0,000213819479701221
"ABCG2";461,827028972649;-0,677200356403313;0,130451137671199;3,37436244220583e-08;2,61630487566655e-07
"GJB3";71,0585580012705;-0,677160342240711;0,299687639166476;0,0026226766122582;0,00802860187425979
"HSPD1";4726,19285339575;0,677048936187067;0,106931797504624;6,00489899148849e-11;7,20144713001387e-10
"FOXRED2";964,19985461202;0,677019872724506;0,104458084089381;2,61935508050556e-11;3,29531768192636e-10
"DIXDC1";2105,05796557694;-0,676803591482997;0,081394253993266;1,29162706523364e-17;4,04281344655794e-16
"AFAP1L2";831,906654664068;-0,676580150739979;0,100366874703274;2,71262822726925e-12;3,99820487012475e-11
"SV2A";245,759592370712;-0,676440103050008;0,145793187420934;5,36536380427252e-07;3,45181768998067e-06
"EMB";3310,71159726905;0,676245813219354;0,0943999078714236;1,31909715349507e-13;2,38612193814043e-12
"ZNF827";5801,86385020617;-0,676167036944976;0,120616639858071;3,9588568624735e-09;3,57066183248072e-08
"CYB561A3";1128,00881394892;0,676145495988437;0,117815721465053;1,49532326853135e-09;1,43639427272716e-08
"SLC17A5";1321,54670233366;0,676111427640668;0,105850728881108;2,97882582254207e-11;3,72831216556934e-10
"EFHC2";118,825479655448;-0,676001245935783;0,265534868936095;0,0015040184973484;0,00490604896257843
"RPL12";11632,5596784253;0,675983710270082;0,0834853081807873;9,76641925883238e-17;2,678553805165e-15
"GLIS3";815,017558788623;-0,675935543168736;0,130193543557797;3,13345494916932e-08;2,44116546179791e-07
"ZNF165";92,7588161220826;0,675405223024601;0,171553897120952;1,31909737270152e-05;6,57189544396515e-05
"FAM174B";1642,48136139993;0,675101977457393;0,100037101103659;2,6365629500321e-12;3,89492253982016e-11
"PRTFDC1";165,661675293907;-0,674840502246963;0,119972959349068;2,91537617055693e-09;2,68286150664749e-08
"CASP8";746,677608264734;0,674403855295347;0,101354275023026;5,03577607637176e-12;7,09520473188218e-11
"KRT19";2852,77183170446;-0,674331301576713;0,155987498491655;3,27748072289906e-06;1,8291606782064e-05
"PRRT3";448,061954522139;0,674033736570032;0,0991967879402117;1,85445639855786e-12;2,79890865107417e-11
"EPHA3";3656,48213212133;-0,673715249884939;0,11300364721842;3,81623506409342e-10;3,94573614792267e-09
"MRPL17";592,003833100731;0,673563732368426;0,075902049734972;1,42005032438134e-19;5,97981539844297e-18
"BCL2";1999,98992554686;-0,673260021170628;0,0955238663659329;2,69529749039238e-13;4,68434055816858e-12
"CNN2";2131,55375081512;-0,673092282906691;0,0971306001777429;6,08073148048297e-13;9,9142361094831e-12
"COL4A2";12568,9677858713;-0,672696842682866;0,096386886137552;5,28843209751765e-13;8,70248319844676e-12
"ECI2";1254,39950295411;0,672488135189368;0,0936651800935678;1,25863030278741e-13;2,28948609182412e-12
"EPHA6";264,981008221679;0,672256417143585;0,293122670483948;0,00209862929486912;0,00658459714399803
"MYO15B";3486,28933669863;-0,672254138407784;0,0920436211945942;3,52592063493249e-14;6,89623393993817e-13
"ZNF485";159,277904630646;0,672103693649314;0,165344866488261;7,82403751619393e-06;4,06821921614537e-05
"TPD52";6126,33446884911;0,672014048019409;0,0968334078215199;3,46456113909744e-13;5,92102911589835e-12
"TLCD4";998,850031939071;0,671938694297084;0,106954978996011;4,63390801501664e-11;5,64052473737981e-10
"SLC51A";154,208390032792;0,671050640865046;0,20166308836922;0,000108590841262033;0,000455185168660715
"CHRFAM7A";94,8120409020857;-0,670939603567184;0,195913019236015;7,62420608911223e-05;0,000329284648366973
"PLN";891,901348335607;-0,670912817783992;0,105695037928292;3,85115703841806e-11;4,75301026893368e-10
"SYTL4";1203,1485824823;-0,67080329391753;0,0702905748220118;6,35290200553031e-22;3,95793973496345e-20
"AHDC1";1465,62533725881;-0,670756532001866;0,0835250467810306;2,16138106742769e-16;5,66038669467402e-15
"GFOD1";747,136735337441;-0,67064836641489;0,109261126710954;1,4513125930392e-10;1,62647100944048e-09
"MEGF11";260,732709924152;0,670534092746207;0,229503174496123;0,000500784422510706;0,00182324425671373
"FAM227A";354,810770928514;0,670326774696981;0,101562668855728;6,9604207653286e-12;9,58532520649065e-11
"SP6";117,359645447136;-0,669980586943074;0,187685344600734;5,04330404293525e-05;0,000225302242467898
"DDX21";3597,8034423411;0,669957724680616;0,0958407181198776;1,1220401306303e-12;1,75318770410985e-11
"NPIPB7";48,7051083958985;-0,66987680856978;0,238599923886915;0,000744970810517291;0,00260947203252868
"OBSCN";3263,57907266823;-0,669557540675894;0,10599426201986;2,87202255792189e-11;3,59694540009485e-10
"CHRD";497,200883562842;0,669541559998891;0,129805552014005;5,63136730140402e-08;4,23003321946758e-07
"PLEKHA7";919,159463813573;0,669317955818473;0,0902866606967534;2,25902705364949e-14;4,54134304599639e-13
"MSMO1";1281,26458929747;-0,669294174285217;0,156927344103048;3,08164285735379e-06;1,73106857272761e-05
"SAMD14";296,826496497571;-0,669274557345814;0,119892186239935;5,76608181728463e-09;5,01063259523397e-08
"ENPP4";1833,40222771765;0,669203208656317;0,107874349764666;1,1245979202586e-10;1,28469006707924e-09
"MYO7B";187,031962060522;-0,669114677253153;0,182744336942568;3,39366273019482e-05;0,000156186979558175
"CCDC154";177,281943488234;0,669080668893745;0,195546928205487;9,87789188742367e-05;0,000417737783137631
"CRB3";287,624096275418;0,669061124384786;0,149565284862061;1,27724460099594e-06;7,64934573692285e-06
"WNT4";414,469556057996;-0,668697826960518;0,119770977919763;4,05624738013797e-09;3,64837748674771e-08
"SOX5";539,603871151268;-0,668546204652036;0,156147224613227;3,62665483369853e-06;2,01137000162461e-05
"QSOX2";661,910174243407;0,668531345232597;0,0648425247883394;1,81061094524888e-25;2,00607462683825e-23
"RPS7";8160,70987040815;0,668371761917921;0,0785134582876462;2,78059960952058e-18;9,52929567410391e-17
"LAMA4";2786,25884851781;-0,668246434593807;0,091305140571067;4,11764265779881e-14;7,99741352859331e-13
"FAM136A";837,551250154612;0,668206936385189;0,0672924307889993;5,82947765754175e-24;5,00770107145657e-22
"C9orf116";57,5609686109332;0,668146512030283;0,255829459954379;0,00125978487919107;0,00418782903924749
"FBXO30";1220,00685803532;-0,668120539369894;0,0778769030471186;1,75110463056859e-18;6,27136589323443e-17
"KIF16B";1530,93217065806;0,66783170831502;0,0951603693915255;3,49742761580193e-13;5,96674002695868e-12
"DNAJC15";608,947140215084;-0,66780299644634;0,117316780411613;2,19370342594341e-09;2,06055957639193e-08
"ECM1";399,341503569265;-0,667756486817271;0,121400894367524;6,8134416378648e-09;5,86677757280922e-08
"GATM";382,098313689599;-0,667686247240387;0,164527899654859;8,11554887908808e-06;4,20327232781454e-05
"CPT1B";238,94835841718;0,667341745830589;0,155739326964068;2,90233504457639e-06;1,6394998079154e-05
"BMP1";964,733285310764;-0,667304356099679;0,0777367202494143;4,81688525326804e-18;1,58396732611681e-16
"FAM72B";49,2705985339241;0,66695025980096;0,194586999439438;8,94401571536174e-05;0,000381053761087074
"NTRK2";842,499369168907;-0,666926603238597;0,147675318435706;8,18414921660886e-07;5,10038062396525e-06
"ZYG11A";174,992945063255;0,666737682580208;0,229897918258003;0,000573572451584403;0,00206282973181406
"SMOX";521,00945896341;0,666122415784422;0,136127160704082;1,77684195046803e-07;1,23611908791033e-06
